time,flux
3610.559927077806,116112.421875
3610.576131000364,115898.0546875
3610.592566407558,115892.546875
3610.608770330581,116092.4375
3610.625205737775,115780.25
3610.641409660798,115767.9296875
3610.6576135842884,115805.3046875
3610.6740489924127,115688.421875
3610.690252915903,115584.484375
3610.706456840323,115799.6875
3610.722892249379,115876.65625
3610.739096173799,115713.5390625
3610.755531583785,115747.0078125
3610.7717355096033,115610.53125
3610.787939435421,115209.875
3610.804374846806,115809.1015625
3610.8205787740194,115477.234375
3610.83701418587,115634.4921875
3610.853218114016,115776.859375
3610.8694220426282,115445.5703125
3610.8858574568058,115016.515625
3610.90206138635,115430.65625
3610.918265316823,115640.0625
3610.9347007323986,115517.703125
3610.9509046642693,116185.0625
3610.967340081241,115442.84375
3610.9835440140437,115414.6328125
3610.999747947312,115811.4375
3611.0161833666125,115945.5546875
3611.032387301277,115890.5078125
3611.0485912368745,116121.5546875
3611.0650266580374,115801.1328125
3611.081230594566,115544.7890625
3611.097666017125,115907.890625
3611.1138699555167,115848.5859375
3611.1300738943723,115689.8125
3611.146509318795,115641.859375
3612.2219890875563,115794.8359375
3612.238424540384,115735.25
3612.254628507645,115708.953125
3612.2708324753735,115771.7578125
3612.2872679282004,115724.125
3612.3034718959284,115452.703125
3612.3196758636554,115799.1953125
3612.33611131695,115993.7890625
3612.3523152846765,115586.2265625
3612.368750737971,115643.2109375
3612.384954706165,115674.28125
3612.401158674357,115812.9296875
3612.4175941281164,115874.65625
3612.4337980963087,115869.5703125
3612.450233549602,115701.9921875
3612.4664375182606,115628.671875
3612.482641486454,115843.3046875
3612.4990769402143,115677.2109375
3612.515280908407,115705.671875
3612.5314848770663,116020.2421875
3612.5479203308246,115813.0703125
3612.564124299018,115842.8125
3612.5805597527774,115742.625
3612.596763720971,115627.890625
3612.612967689164,116026.6015625
3612.629403142923,115040.5703125
3612.6456071111165,114486.6015625
3612.6620425648744,114184.09375
3612.6782465330684,113910.6171875
3612.6944505012607,114080.9453125
3612.7108859545547,114110.0625
3612.7270899227487,114194.484375
3612.7432938904753,115602.6484375
3612.75972934377,115845.7109375
3612.775933311497,115458.296875
3612.792368764791,115531.5
3612.8085727325183,115536.9296875
3612.82477669978,115392.8046875
3612.841212152608,115615.984375
3612.8574161203346,115954.3671875
3612.8736200875974,115583.2109375
3612.890055539958,115921.8671875
3612.9062595072214,115653.171875
3612.9226949595836,115460.2109375
3612.9388989263794,115674.03125
3612.955102893176,115783.03125
3612.9715383450716,115580.84375
3612.9877423118687,115955.921875
3613.0041777633005,115786.890625
3613.02038172963,115521.9921875
3613.036585695961,115936.3671875
3613.053021147391,115986.109375
3613.0692251132564,115756.4921875
3613.085429078657,115905.875
3613.101864529621,115927.765625
3613.118068495021,115479.1796875
3613.134503945519,115963.7109375
3613.150707910919,115960.46875
3613.166911875853,115912.765625
3613.183347325886,115909.3828125
3613.1995512903545,115584.9375
3613.2159867399237,115770.1875
3613.232190704391,115985.7578125
3613.2483946683938,115766.9296875
3613.264830117496,115590.0859375
3613.281034081499,115802.5859375
3613.297238045036,115572.75
3613.3136734936716,115395.140625
3613.3298774567434,115785.8984375
3613.346312904913,115784.546875
3613.362516867519,115896.9296875
3613.378720830125,116155.125
3613.3951562778298,115717.171875
3613.41136023997,115311.3984375
3613.4275642021103,115760.8359375
3613.443999648884,115907.84375
3613.4602036105584,115970.609375
3613.476639056867,116373.8515625
3613.4928430180753,115677.6640625
3613.509046978819,115659.8125
3613.5254824246604,115790.0859375
3613.5416863849377,115606.890625
3613.5581218303155,115844.3046875
3613.574325790591,116208.671875
3613.5905297499376,115983.2421875
3613.6069651948496,115546.703125
3613.623169154195,115898.4453125
3613.639373113075,115645.84375
3613.6558085570555,115745.3046875
3613.67201251547,115523.40625
3613.6884479589858,115758.875
3613.704651916933,115697.7421875
3613.720855874417,115722.0859375
3613.7372913174663,115747.15625
3613.7534952744827,115539.2265625
3613.7699307166004,115731.2265625
3613.786134673153,115624.3671875
3613.802338629703,115537.8046875
3613.818774071356,115451.6796875
3613.8349780269773,115873.9609375
3613.8511819825967,114641.53125
3613.8676174233183,114447.484375
3613.8838213784734,114311.53125
3613.9002568182623,114115.3125
3613.916460772952,114172.625
3613.932664727176,114318.609375
3613.9491001664983,114643.3359375
3613.965304120257,115737.359375
3613.981739558649,116204.7109375
3613.9979435119403,115755.1484375
3614.0141474647676,115685.90625
3614.0305829022286,115696.234375
3614.046786854589,115733.8359375
3614.0629908069504,115688.4609375
3614.07942624348,115789.8359375
3614.0956301949095,115830.5546875
3614.1120656309745,115506.625
3614.1282695819377,115785.5078125
3614.144473532436,115682.6640625
3614.160908967569,115641.59375
3614.177112917601,115883.421875
3614.193316867168,115712.6484375
3614.209752301835,115508.6875
3614.225956250472,116131.7265625
3614.2423916842063,115848.7890625
3614.2585956328426,115836.6015625
3614.2747995810128,116112.359375
3614.2912350138163,115632.453125
3614.307438961055,115628.1328125
3614.323874392929,116019.484375
3614.340078340167,115660.078125
3614.3562822864747,115602.453125
3614.3727177174164,116139.140625
3614.3889216632574,115690.6796875
3614.4051256091,115658.2421875
3614.4215610391107,116045.875
3614.4377649840203,115813.0546875
3614.454200413565,115568.828125
3614.4704043575443,115910.1015625
3614.4866083015227,115450.34375
3614.5030437301366,115487.359375
3614.519247673185,115844.4453125
3614.5356831013337,115650.1484375
3614.551887043914,115756.625
3614.568090986031,116018.5234375
3614.5845264127825,115631.25
3614.6007303544325,115282.8125
3614.6169342956177,115792.046875
3614.6333697214377,115531.578125
3614.6495736616903,115996.0625
3614.6660090865785,116225.921875
3614.6822130268324,116141.125
3614.6984169661555,115871.7890625
3614.714852390112,115638.2578125
3614.731056328969,115434.953125
3614.7474917519953,115332.9453125
3614.7636956903857,115768.3984375
3614.7798996278457,115923.296875
3614.7963350504065,115982.3359375
3614.812538987401,116045.78125
3614.8287429239285,115569.921875
3614.8451783450914,115393.078125
3614.8613822811544,115224.40625
3614.8778177013846,115542.2578125
3614.8940216365168,115577.6015625
3614.9102255716484,116070.265625
3614.9266609909496,115555.328125
3614.9428649251486,115582.375
3614.9590688588837,115405.8046875
3614.9755042767874,115702.3203125
3614.991708210055,115679.7890625
3615.0081436274936,115660.8203125
3615.0243475598313,115589.8203125
3615.040551491704,115646.0625
3615.0569869082087,115734.0
3615.0731908391494,114541.5
3615.0896262547244,114334.2890625
3615.1058301852,113973.9921875
3615.122034115208,114282.4375
3615.1384695298525,114239.3828125
3615.1546734589306,114140.8046875
3615.1708773880077,114832.84375
3615.1873128012553,116030.28125
3615.203516729402,115931.71875
3615.219952142184,115734.5546875
3615.2361560693985,115571.4296875
3615.252359996614,115357.453125
3615.268795407998,116059.421875
3615.284999334282,116056.375
