time,flux
0.0,0.9175188222614155
0.05025125628140704,0.9003567782352575
0.10050251256281408,0.8990729582994715
0.15075376884422112,0.9104903375866606
0.20100502512562815,0.9204812543484128
0.2512562814070352,0.9371162965038978
0.30150753768844224,0.9706546830180142
0.35175879396984927,1.0177879828567142
0.4020100502512563,1.0311959466836955
0.45226130653266333,1.064810305858203
0.5025125628140704,1.096754836400752
0.5527638190954774,1.1026602684475006
0.6030150753768845,1.0855986250001814
0.6532663316582915,1.109102696593382
0.7035175879396985,1.0902563774634009
0.7537688442211056,1.0689706873041769
0.8040201005025126,1.034930106161957
0.8542713567839196,1.001090116773127
0.9045226130653267,0.992622100989371
0.9547738693467337,0.9658312419011128
1.0050251256281408,0.9444757217780628
1.0552763819095479,0.9070195194848271
1.105527638190955,0.9044237206319456
1.155778894472362,0.9047598119719341
1.206030150753769,0.9075669046720488
1.256281407035176,0.9176598161871359
1.306532663316583,0.9257390488130952
1.35678391959799,0.9698346907436791
1.407035175879397,0.9940672715819648
1.4572864321608041,1.006986527700059
1.5075376884422111,1.0556456730126067
1.5577889447236182,1.0722820407284563
1.6080402010050252,1.0887637891693323
1.6582914572864322,1.1048107650152597
1.7085427135678393,1.0791447258923967
1.7587939698492463,1.07522135703273
1.8090452261306533,1.0838121083325873
1.8592964824120604,1.0566549219538044
1.9095477386934674,1.0243561506596208
1.9597989949748744,0.9895497733038494
2.0100502512562817,0.9819277108615064
2.0603015075376887,0.929598589840464
2.1105527638190957,0.9097291072797742
2.1608040201005028,0.9019200306815827
2.21105527638191,0.9043635109039798
2.261306532663317,0.9124472484953656
2.311557788944724,0.9081955106042664
2.361809045226131,0.9460223076352732
2.412060301507538,0.9633815760072667
2.462311557788945,0.9892737391715136
2.512562814070352,1.0029170690832852
2.562814070351759,1.0383228881621192
2.613065326633166,1.0643161597861117
2.663316582914573,1.0846723300502314
2.71356783919598,1.0873833691594756
2.763819095477387,1.0974554553784468
2.814070351758794,1.105723102884289
2.864321608040201,1.065303003214798
2.9145728643216082,1.0638064718907756
2.9648241206030153,1.0284328653144281
3.0150753768844223,1.0138398756267748
3.0653266331658293,0.9818625750896948
3.1155778894472363,0.9744597991490197
3.1658291457286434,0.9188731267135899
3.2160804020100504,0.9036931106529352
3.2663316582914574,0.9091510197528154
3.3165829145728645,0.903677641915327
3.3668341708542715,0.9040573083538261
3.4170854271356785,0.933485529333092
3.4673366834170856,0.9467908178485896
3.5175879396984926,0.9701407205108599
3.5678391959798996,1.0135294466787914
3.6180904522613067,1.035484827483345
3.6683417085427137,1.0695539073669265
3.7185929648241207,1.0754879634528742
3.7688442211055277,1.0899828777704699
3.819095477386935,1.1226182482167277
3.869346733668342,1.1014357995885877
3.919597989949749,1.0956895301078795
3.969849246231156,1.0696173015269328
4.020100502512563,1.045802264542877
4.07035175879397,1.024368069919514
4.120603015075377,0.9781957563352877
4.170854271356784,0.9483565811766484
4.2211055276381915,0.9239012958562305
4.2713567839195985,0.9158673631667226
4.3216080402010055,0.8977431494555083
4.371859296482413,0.9045993773032807
4.42211055276382,0.9172392883763496
