time,flux
1790.6619413258175,115952.1171875
1790.678608221078,115747.359375
1790.6966640223366,115662.3125
1790.7133309138724,116054.40625
1790.729997803545,115938.4609375
1790.74805359875,115914.5625
1790.7647204846974,115948.3203125
1790.7813873692469,115851.3046875
1790.7994431588652,115883.078125
1790.816110039689,115783.4296875
1790.8327769191176,115787.875
1790.8508327036122,115566.1328125
1790.8674995797808,115804.7265625
1790.8841664540862,115728.3125
1790.9022222329934,115561.625
1790.9188891045048,115630.890625
1790.9369448801529,115468.4375
1790.9536117484047,115499.3984375
1790.9716675207926,115566.0390625
1790.991112196851,115410.828125
1791.007779060911,115344.2890625
1791.0244459231099,115411.84375
1791.042501688978,115521.4296875
1791.06055745345,115518.0234375
1791.0772243114573,115725.4453125
1791.0952800726693,115360.4921875
1791.1119469278826,115606.5234375
1791.3883387651624,114673.3984375
1791.409172308103,114711.375
1791.4258391409646,114514.3828125
1791.4438948756344,114675.265625
1791.4619506089068,114902.5390625
1791.4786174385088,116041.515625
1791.4966731689876,115699.625
1791.514728898999,116003.2734375
1791.5313957253427,115871.0625
1791.548062550288,116020.8359375
1791.5675071783824,116009.2734375
1791.5841740014655,115797.8359375
1791.6008408236178,115806.5234375
1791.6188965466451,115557.0
1791.6355633664687,115982.0
1791.6536190871677,116049.1484375
1791.6702859051288,115999.75
1791.6869527221577,115991.6328125
1791.705008439598,115815.5546875
1791.7216752542988,115820.9375
1791.7383420685353,115891.75
1791.7563977827142,115875.96875
1791.7730645946224,115812.359375
1791.7897314060635,115812.5703125
1791.8077871169844,115772.7578125
1791.8244539265627,115885.2890625
1791.8411207347451,115855.34375
1791.8591764428713,115569.4765625
1791.8758432491907,115666.5
1791.8925100550448,115636.8984375
1791.9105657599118,115796.6328125
1791.9272325639024,115929.359375
1791.9438993664965,115781.9375
1791.9619550690347,115644.7578125
1791.9786218697666,115493.890625
1791.9952886700323,115201.0078125
1792.013344369311,115406.3984375
1792.0300111677145,115468.328125
1792.046677965651,115449.1484375
1792.064733662137,115799.1171875
1792.0814004577453,115654.640625
1792.0980672528897,115500.2109375
1792.1175118460599,115517.5390625
1792.1341786393411,115539.375
1792.1522343307035,115628.21875
1792.1689011225874,116003.84375
1792.1855679130738,115709.3671875
1792.2036236021086,115681.671875
1792.2202903911987,115727.359375
1792.2369571793572,115453.7578125
1792.2550128655973,115959.5859375
1792.2716796523594,115975.7578125
1792.2883464377235,115644.3203125
1792.3064021216358,115771.625
1792.323068905603,115715.3515625
1792.3397356891057,115570.84375
1792.3577913702227,116146.6875
1792.3744581518629,115840.3515625
1792.3911249325704,115455.96875
1792.4091806113609,115849.5546875
1792.4258473906712,115548.0234375
1792.442514169051,115596.078125
1792.460569845047,115705.7421875
1792.4772366220302,115588.5234375
1792.4939033980816,115552.265625
1792.5119590717497,115619.328125
1792.528625846404,115384.796875
1792.5452926201274,115313.0703125
1792.5633482914664,115816.328125
1792.5800150637926,114771.8203125
1792.5966818351874,114116.1796875
1792.6147375037324,114064.5078125
1792.6314042737306,113828.5546875
1792.6494599408786,114204.765625
1792.6661267094794,114314.9296875
1792.6827934771484,114473.75
1792.7022380386545,115681.828125
1792.7189048049272,115471.6640625
1792.7355715707342,115695.4453125
1792.75362723276,115954.2421875
1792.7716828938544,115909.6875
1792.7883496568672,115745.8359375
1792.8064053165647,115821.0234375
1792.823072078181,115515.46875
1792.8397388393312,115864.21875
1792.8577944967017,115819.6953125
1792.8744612564544,115778.7421875
1792.8911280152763,115703.1015625
1792.9091836698524,115618.046875
1792.925850427743,115429.1171875
1792.942517184237,115527.1171875
1792.961961733169,115532.484375
1792.9786284887307,115450.8203125
1792.9952952433616,115511.734375
1793.0133508932802,115552.8203125
1793.0314065427344,115451.7578125
1793.048073295037,115504.8515625
1793.0661289430939,115588.0234375
1793.082795693999,115397.8828125
1793.1008513401928,115560.4921875
1793.1175180901666,115836.21875
1793.13418483921,115567.140625
1793.1522404830748,115678.0546875
1793.1689072307215,115691.6953125
1793.1855739774358,115505.15625
1793.2036296194403,115838.140625
1793.2202963647576,115586.59375
1793.2369631100753,115630.609375
1793.2550187492836,115784.2890625
1793.2716854927392,115628.796875
1793.2883522357286,115633.2578125
1793.3064078730742,115778.1796875
1793.3230746146667,115637.0859375
1793.3411302506163,115617.5078125
1793.3591858856341,115863.28125
1793.3758526253644,115535.0703125
1793.3925193641628,115694.5078125
1793.410574996852,115802.6484375
1793.4272417342536,115374.203125
1793.4439084711887,115726.5546875
1793.461964102016,115762.8359375
1793.4786308375558,115465.78125
1793.4952975721633,115937.890625
1793.5133532006623,115499.421875
1793.5300199343385,115556.125
1793.546686667083,115664.859375
1793.564742293719,115689.8046875
1793.5814090250663,115645.140625
1793.5994646503057,116055.8046875
