time,flux
2882.334709312126,17143150.0
2882.356932201488,17229246.0
2882.379155092712,17269454.0
2882.401377985801,17298602.0
2882.423600880286,17291560.0
2882.4472127072463,17298480.0
2882.469435604525,17272814.0
2882.4916585032,17273454.0
2882.5138814037387,17272504.0
2882.536104305209,17283680.0
2882.5583272080753,17277304.0
2882.580550112338,17298670.0
2882.602773017999,17270822.0
2882.626384856138,17297280.0
2882.6486077636605,17292570.0
2882.67083067258,17326620.0
2882.693053581966,17308258.0
2882.715276492748,17322248.0
2882.7374994044635,17343570.0
2882.7597223166435,17328746.0
2882.781945229754,17326388.0
2882.8055570753418,17312868.0
2882.827779989852,17286910.0
2882.850002904825,17291554.0
2882.872225820263,17266902.0
2882.894448736635,17286040.0
2882.9166716530053,17270560.0
2882.9388945698415,17237010.0
2882.961117486679,17254174.0
2882.984729336457,17219438.0
2883.006952254225,17206372.0
2883.0291751719933,17191746.0
2883.051398089761,17172642.0
2883.073621007528,17166014.0
2883.0958439257615,17147132.0
2883.1180668435304,17138060.0
2883.140289761763,17121210.0
2883.1639016120075,17115508.0
2883.1861245297764,17120490.0
2883.2083474470787,17086510.0
2883.23057036438,17090286.0
2883.2527932816824,17057920.0
2883.275016198519,17045346.0
2883.297239114889,17016060.0
2883.3194620307954,17000374.0
2883.3416849467,17009874.0
2883.365296794617,17005192.0
2883.387519709591,16883846.0
2883.4097426240983,16557170.0
2883.431965538141,15922159.0
2883.454188451719,14972209.0
2883.4764113648293,13902206.0
2883.4986342770085,12794571.0
2883.52085718919,11606395.0
2883.54446903245,10469065.0
2883.566691943232,9872349.0
2883.5889148530837,9913348.0
2883.6111377624707,10569727.0
2883.63336067139,11674123.0
2883.655583579379,12858001.0
2883.6778064869036,13945774.0
2883.7000293939604,15018281.0
2883.7236412311654,16010065.0
2883.7458641363623,16611818.0
2883.768087041091,16925984.0
2883.790309944888,17041934.0
2883.812532847756,17064620.0
2883.8347557496913,17054460.0
2883.8569786511603,17067274.0
2883.8792015516988,17079054.0
2883.902813382852,17062052.0
2883.925036281527,17101684.0
2883.947259179738,17085240.0
2883.969482077017,17085948.0
2883.9917049733635,17103182.0
2884.0139278687807,17110336.0
2884.0361507632656,17129354.0
2884.0583736568183,17148064.0
2884.080596549907,17168666.0
2884.1042083726784,17199790.0
2884.126431263437,17214890.0
2884.1486541537306,17242948.0
2884.170877042629,17247348.0
2884.1930999310584,17260704.0
2884.2153228185584,17256984.0
2884.2375457046624,17240518.0
2884.259768590299,17247920.0
2884.2833804051534,17237966.0
2884.3056032884638,17272724.0
2884.3278261713062,17249536.0
2884.350049052752,17271854.0
2884.3722719337343,17286530.0
2884.394494813317,17262920.0
2884.4167176919696,17281952.0
2884.4389405701572,17286172.0
2884.4625523766285,17284904.0
2884.484775252488,17294276.0
2884.506998127415,17293856.0
2884.529221000945,17263548.0
2884.5514438740097,17267026.0
2884.573666746143,17269232.0
2884.595889616879,17262580.0
2884.618112486684,17272948.0
2884.641724284774,17302126.0
2884.6639471527174,17283710.0
2884.6861700197273,17286572.0
2884.708392885807,17292972.0
2884.7306157504904,17268826.0
2884.7528386142408,17304320.0
2884.7750614775273,17275924.0
2884.797284339416,17265618.0
2884.8208961286587,17278448.0
2884.8431189886846,17252128.0
2884.8653418473136,17199190.0
2884.887564705478,17152534.0
2884.9097875622433,17056372.0
2884.9320104176136,16964618.0
2884.9542332725173,16915948.0
2884.9764561264888,16854314.0
2884.998678979066,16828076.0
2885.0222907589946,16828272.0
2885.0445136097082,16883024.0
2885.066736459024,16937160.0
2885.088959307873,17004780.0
2885.1111821553263,17066874.0
2885.133405001849,17162810.0
2885.1556278474395,17222204.0
2885.1778506920978,17277548.0
2885.2014624631815,17323494.0
2885.2236853055124,17343730.0
2885.2459081469115,17342262.0
2885.26813098738,17359286.0
2885.2903538264513,17360110.0
2885.3125766645912,17325308.0
2885.3347995022655,17333288.0
2885.3570223380775,17331060.0
2885.380634100778,17331008.0
2885.4028569347265,17320422.0
2885.4250797677455,17301524.0
2885.447302599831,17328706.0
2885.469525430986,17320884.0
2885.4917482612104,17309750.0
2885.513971090037,17321550.0
2885.5361939179315,17305332.0
2885.559805671321,17330756.0
2885.582028497353,17311842.0
2885.6042513219886,17279564.0
2885.626474145693,17301278.0
2885.648696968466,17307688.0
2885.670919790308,17299470.0
2885.6931426107535,17283206.0
2885.7153654307326,17285590.0
2885.738977175272,17313390.0
2885.761199992923,17272788.0
2885.7834228091765,17256600.0
2885.8056456249656,17278092.0
2885.8278684393563,17279676.0
2885.8500912528175,17254724.0
2885.8723140648794,17235868.0
2885.8945368764776,17225828.0
2885.916759686678,17202944.0
2885.940371421439,17202688.0
2885.9625942297757,17180366.0
2885.984817036718,17176808.0
2886.0070398427265,17157894.0
2886.0292626478044,17157500.0
2886.051485451952,17135734.0
2886.0737082551673,17130948.0
2886.0959310569847,17133758.0
2886.1195427828993,17077218.0
2886.141765582854,17100092.0
2886.1639883814137,17101314.0
2886.1862111795067,17073882.0
2886.2084339762037,17074538.0
2886.2306567719675,17063088.0
2886.2528795668027,16960284.0
2886.275102360238,16607382.0
2886.2987140773043,15915896.0
2886.320936868878,15003044.0
2886.3431596595215,13934761.0
2886.3653824487665,12855492.0
2886.3876052375467,11667966.0
2886.40982802493,10582473.0
2886.432050811381,9937194.0
2886.4542735964365,9898974.0
2886.4778853051207,10539637.0
2886.5001080883126,11615235.0
2886.522330870572,12797506.0
2886.5445536514376,13887191.0
2886.5667764318346,14955480.0
2886.5889992108364,15900059.0
2886.611221988906,16563880.0
2886.6334447660442,16927964.0
2886.6570564654153,17085952.0
2886.679279240692,17138844.0
2886.7015020145705,17167154.0
2886.723724787517,17216558.0
2886.745947559069,17221854.0
2886.7681703301528,17246740.0
2886.7903930998414,17291956.0
2886.8126158685977,17341020.0
2886.8348386364237,17322632.0
2886.858450326016,17306510.0
2886.880673091512,17332550.0
2886.902895856079,17346430.0
2886.925118619712,17383980.0
2886.9473413824157,17396764.0
2886.9695641437215,17414172.0
2886.9917869045616,17465480.0
2887.0140096640057,17467610.0
2887.0376213447503,17492290.0
2887.059844101865,17529586.0
2887.0820668585134,17529640.0
2887.1042896137674,17572972.0
2887.1265123680882,17584842.0
2887.148735121012,17535766.0
2887.170957873472,17579602.0
2887.1931806245316,17563648.0
2887.2167922964286,17579454.0
2887.2390150456285,17568228.0
2887.2612377938954,17594976.0
2887.2834605407666,17532440.0
2887.3056832867055,17488574.0
2887.327906031714,17542328.0
2887.35012877579,17514626.0
2887.3723515184706,17547454.0
2887.3959631819857,17569832.0
2887.4181859228015,17553190.0
2887.440408662688,17586052.0
2887.462631401177,17583626.0
2887.484854138733,17622950.0
2887.507076875826,17546764.0
2887.52929961152,17544490.0
2887.5515223458183,17506532.0
2887.573745079651,17556328.0
2887.5973567329206,17568728.0
2887.619579464425,17587020.0
2887.641802194997,17650914.0
2887.664024924639,17654130.0
2887.6862476528827,17714656.0
2887.708470380195,17630538.0
2887.7306931065773,17531310.0
2887.752915832027,17460508.0
2887.7765274769154,17320178.0
2887.7987502000383,17256160.0
2887.8209729222285,17195962.0
2887.8431956434865,17205236.0
2887.865418363816,17151542.0
2887.8876410827475,17142172.0
2887.909863800746,17236314.0
2887.9320865182813,17197514.0
2887.9556981538567,17365552.0
2887.977920869061,17431244.0
2888.0001435828704,17573768.0
2888.0223662957483,17678128.0
2888.044589007693,17730968.0
2888.066811718709,17778168.0
2888.0890344283275,17826546.0
2888.1112571374783,17751256.0
2888.134868764206,17843346.0
2888.1570914710314,17786312.0
2888.1793141769226,17811990.0
2888.2015368814177,17845710.0
2888.223759585449,17843122.0
2888.2459822880805,17804224.0
2888.268204989317,17854966.0
2888.2904276900886,17865606.0
2888.3140393084336,17825032.0
2888.336262006874,17850336.0
2888.3584847043862,17801626.0
2888.380707400965,17761926.0
2888.402930096147,17720766.0
2888.4251527903994,17703294.0
2888.447375483718,17678018.0
2888.4695981761056,17758816.0
2888.491820867564,17715832.0
2888.515432476131,17776158.0
2888.5376551652594,17816882.0
2888.562655689074,17795824.0
2888.584878376341,17769092.0
2888.6071010622095,17785304.0
2888.629323747147,17783208.0
2888.6515464311537,17867582.0
2888.6737691142293,17798570.0
2888.697380713483,17784014.0
2888.7196033942296,17744268.0
2888.743214991621,17799710.0
2888.76543767004,17792018.0
2888.787660347992,17812286.0
2888.809883024549,17789928.0
2888.8321057001726,17783310.0
2888.8543283744007,17816558.0
2888.8834956332475,17803346.0
2888.9057183056134,17793334.0
2888.9293298936914,17722984.0
2888.9515525637275,17731614.0
2888.975164149477,17735092.0
2889.0001646509404,17663456.0
2889.0223873177174,17699794.0
2889.044609983562,17716518.0
2889.0696104813,17718246.0
2889.0932220614623,17749184.0
2889.1182225564066,17746600.0
2889.140445218061,17331294.0
2889.1640567944974,16666660.0
2889.1862794538247,15756063.0
2889.2154466921816,14238326.0
2889.237669349181,13049294.0
2889.261280920961,11656844.0
2889.28350357563,10605338.0
2889.3057262293696,10089689.0
2889.32794888171,10227661.0
2889.3501715335865,11003502.0
2889.3723941840667,12160597.0
2889.3946168336133,13313380.0
2889.4168394822286,14403224.0
2889.650177229371,16985608.0
2889.6737887806617,17033988.0
2889.696011416239,17070340.0
2889.7182340508866,17068870.0
2889.7404566841356,17070082.0
2889.762679316453,17061486.0
2889.7849019478413,17065796.0
2889.807124578296,17057906.0
2889.829347207821,17087692.0
2889.8529587502644,17099194.0
2889.87518137746,17118034.0
2889.897404003724,17126990.0
2889.919626628592,17124572.0
2889.9418492525288,17137380.0
2889.964071875534,17153312.0
