time,flux
2825.2620507726942,225335.234375
2825.284735971609,225967.125
2825.3074211677294,225693.4375
2825.3301063615218,225795.203125
2825.353023034827,225546.078125
2825.375708223497,225850.6875
2825.398393410306,225562.015625
2825.4210785947857,225348.390625
2825.4437637764713,225416.1875
2825.466448956294,225380.328125
2825.489365614697,225325.453125
2825.5120507898628,225555.171875
2825.534735962701,225321.84375
2825.557421133212,225433.15625
2825.5801063013932,225208.328125
2825.6027914677115,225541.5625
2825.6254766317024,225323.765625
2825.6483932747387,225261.03125
2825.6710784345382,225191.515625
2825.693763592475,225308.859375
2825.7164487485497,225043.234375
2825.7391339022956,225095.328125
2825.761819053713,225069.90625
2825.7847356846423,224978.734375
2825.8074208328003,225235.828125
2825.83010597863,225282.5
2825.852791123064,225161.28125
2825.875476265168,225114.1875
2825.89816140541,224982.5
2825.9208465442534,225218.03125
2825.943763162145,225180.453125
2825.966448297264,225366.59375
2825.989133430522,225159.015625
2826.011818561916,225175.625
2826.0345036919134,225140.578125
2826.0571888200475,225170.8125
2826.080105427694,225270.046875
2826.1027905525702,225181.875
2826.1254756755816,225034.640625
2826.148160797197,225021.15625
2826.170845917415,225028.4375
2826.1935310357703,225237.984375
2826.2162161527303,224971.71875
2826.239132749201,225017.921875
2826.2618178629,225013.84375
2826.2845029756672,224950.984375
2826.3071880865723,225049.265625
2826.3298731960817,224886.84375
2826.3525583037263,225111.3125
2826.3754748913493,224980.5
2826.398159996201,224941.84375
2826.420845100121,225085.296875
2826.443530202645,225271.390625
2826.4662153033055,225013.125
2826.4889004030347,225098.0625
2826.511585501367,225184.421875
2826.534502078746,225139.09375
2826.557187174284,224873.890625
2826.579872268891,225347.46875
2826.6025573616353,225242.40625
2826.6252424534478,225240.53125
2826.647927543865,225109.578125
2826.670844113327,225030.125
2826.693529201415,225056.421875
2826.716214288105,225049.140625
2826.7388993734003,221993.078125
2826.761584457762,221644.703125
2826.784269540727,221690.125
2826.8069546222955,221800.09375
2826.829871183377,222715.328125
2826.852556263083,225029.3125
2826.8752413409256,225111.8125
2826.897926418303,225497.625
2826.920611494285,224875.984375
2826.9432965688684,225225.421875
2826.966213122963,225213.8125
2826.988898195218,225182.921875
2827.0115832665433,224922.25
2827.0342683369354,225223.71875
2827.0569534063966,225066.75
2827.079638474461,225170.5
2827.1023235411294,225039.546875
2827.125240087308,225122.828125
2827.1479251521127,225281.0625
2827.170610215986,224992.78125
2827.1932952789284,225039.953125
2827.2159803404734,225006.515625
2827.238665401087,225087.34375
2827.2615819407483,225163.921875
2827.284266999499,225193.734375
2827.306952056853,224988.03125
2827.3296371132756,225162.578125
2827.3523221687683,225176.4375
2827.375007223328,225148.03125
2827.397923756934,224978.5625
2827.420608809167,225084.953125
2827.4432938609325,225202.828125
2827.4659789113016,225161.640625
2827.4886639607394,225036.265625
2827.511349009247,225158.1875
2827.534034056822,225010.828125
2827.5569505834437,225225.359375
2827.579635629157,225235.703125
2827.6023206739374,224956.671875
2827.625005717787,225128.078125
2827.6476907602414,225237.171875
2827.6703758022286,224986.34375
