time,flux
0.0,0.9994518197801016
0.05025125628140704,0.9989096284382012
0.10050251256281408,1.0087505296263946
0.15075376884422112,1.0079162846094873
0.20100502512562815,0.9826494067890078
0.2512562814070352,0.994190295535919
0.30150753768844224,0.9885600148668059
0.35175879396984927,0.9958922801643288
0.4020100502512563,0.9834428598761614
0.45226130653266333,1.004773772856018
0.5025125628140704,1.007376753269436
0.5527638190954774,1.0104451068367826
0.6030150753768845,0.9766433377899346
0.6532663316582915,0.9926762698182451
0.7035175879396985,0.9928823059701444
0.7537688442211056,0.9998952308833506
0.8040201005025126,0.9962121372416062
0.8542713567839196,0.9800486608091719
0.9045226130653267,0.9916576829630758
0.9547738693467337,1.0143673315135162
1.0050251256281408,1.0053333374200533
1.0552763819095479,0.9850239405178678
1.105527638190955,1.0073408606247285
1.155778894472362,0.9943560298123392
1.206030150753769,1.0007239694160752
1.256281407035176,1.0099824324740199
1.306532663316583,0.984814404715993
1.35678391959799,1.011749718185746
1.407035175879397,0.9897191480802342
1.4572864321608041,1.0180201219835954
1.5075376884422111,0.9963939349844252
1.5577889447236182,1.0056376184584648
1.6080402010050252,1.0035099742889175
1.6582914572864322,0.9960719489294284
1.7085427135678393,0.9800512811896845
1.7587939698492463,1.0100426071748694
1.8090452261306533,1.0097314197105354
1.8592964824120604,0.9931904629970488
1.9095477386934674,0.9937912880335308
1.9597989949748744,1.0261425432131301
2.0100502512562817,1.0009229883644606
2.0603015075376887,1.0125043968632155
2.1105527638190957,0.9963904772577908
2.1608040201005028,1.0011576544511007
2.21105527638191,1.0020945888232944
2.261306532663317,1.014869986437279
2.311557788944724,0.9911944475798958
2.361809045226131,1.0180501065954022
2.412060301507538,1.0102357658725325
2.462311557788945,1.011806784559277
2.512562814070352,0.9793368837997368
2.562814070351759,1.0014486697200335
2.613065326633166,1.013915550182962
2.663316582914573,1.0020945192420694
2.71356783919598,0.9940450366212619
2.763819095477387,1.0062879208421665
2.814070351758794,0.9849383879078529
2.864321608040201,1.0094536621287211
2.9145728643216082,1.0131903734012655
2.9648241206030153,1.0106967643462457
3.0150753768844223,0.9836058158267389
3.0653266331658293,1.0312832778614254
3.1155778894472363,1.012584923517793
3.1658291457286434,0.9962400137695158
3.2160804020100504,1.0148847972304336
3.2663316582914574,1.0034450122104561
3.3165829145728645,0.9970044924183413
3.3668341708542715,0.9990945869718612
3.4170854271356785,1.0162568250947732
3.4673366834170856,1.0057242842303804
3.5175879396984926,0.9911303555406622
3.5678391959798996,0.9833615629440995
3.6180904522613067,0.9710527249669085
3.6683417085427137,0.9958912170709265
3.7185929648241207,0.9987823776463354
3.7688442211055277,0.9940123569982863
3.819095477386935,0.9974896496116169
3.869346733668342,0.9976666424587896
3.919597989949749,0.9974936011296044
3.969849246231156,0.9965580016759421
4.020100502512563,0.9994760858059129
4.07035175879397,1.0002490754484765
4.120603015075377,0.9982194013844522
4.170854271356784,1.0053295486171607
4.2211055276381915,1.0014225666405352
4.2713567839195985,1.0121881783301956
4.3216080402010055,1.0149883362778596
4.371859296482413,0.9911913677384621
4.42211055276382,0.993094118376234
4.472361809045227,1.0041979851598233
4.522613065326634,0.9914672899792895
4.572864321608041,0.9833871496455686
4.623115577889448,1.004128375586452
4.673366834170855,1.0145345339109666
4.723618090452262,1.0018230593007138
4.773869346733669,0.9931366646780294
4.824120603015076,1.0071662947661908
4.874371859296483,0.9915196523032845
4.92462311557789,0.9992897178634038
4.974874371859297,0.9927694552499657
5.025125628140704,0.9885682638811861
